0.000000 0.000000 -1.107800
0.020000 0.000000 -1.080600
0.045000 0.000000 -1.065400
0.080000 0.000000 -1.059800
0.115000 0.000000 -1.059100
0.150000 0.000000 -1.060400
0.185000 0.000000 -1.057900
0.220000 0.000000 -1.058800
0.255000 0.000000 -1.056900
0.290000 0.000000 -1.058400
0.325000 0.000000 -1.056500
0.360000 0.000000 -1.057600
0.395000 0.000000 -1.055600
0.430000 0.000000 -1.056800
0.465000 0.000000 -1.054900
0.500000 0.000000 -1.056100
0.535000 0.000000 -1.053900
0.565000 0.000000 -1.053800
0.595000 0.000000 -1.053000
0.625000 0.000000 -1.052500
0.655000 0.000000 -1.052100
0.690000 0.000000 -1.053500
0.720000 0.000000 -1.053100
0.750000 0.000000 -1.052500
0.780000 0.000000 -1.051600
0.810000 0.000000 -1.053300
0.840000 0.000000 -1.065900
0.860000 0.000000 -1.086800
0.875000 0.000000 -1.139500
0.880000 0.000000 -1.200600
0.910000 0.000000 -1.185500
0.935000 0.000000 -1.190100
0.960000 0.000000 -1.192000
0.985000 0.000000 -1.206400
1.015000 0.000000 -1.212300
1.050000 0.000000 -1.213600
1.085000 0.000000 -1.212500
1.120000 0.000000 -1.214600
1.150000 0.000000 -1.213900
1.185000 0.000000 -1.212800
1.215000 0.000000 -1.212000
1.245000 0.000000 -1.212300
1.280000 0.000000 -1.213600
1.315000 0.000000 -1.211600
1.345000 0.000000 -1.212000
1.375000 0.000000 -1.213000
1.405000 0.000000 -1.213600
1.440000 0.000000 -1.215100
1.470000 0.000000 -1.215900
1.500000 0.000000 -1.215800
1.530000 0.000000 -1.214900
1.565000 0.000000 -1.212400
1.595000 0.000000 -1.212300
1.625000 0.000000 -1.212300
1.655000 0.000000 -1.212300
1.685000 0.000000 -1.211500
1.715000 0.000000 -1.211800
1.745000 0.000000 -1.212500
1.775000 0.000000 -1.212000
1.805000 0.000000 -1.214900
1.835000 0.000000 -1.215400
1.865000 0.000000 -1.213800
1.895000 0.000000 -1.213400
1.925000 0.000000 -1.212900
1.955000 0.000000 -1.212900
1.985000 0.000000 -1.212900
2.015000 0.000000 -1.212800
2.045000 0.000000 -1.213000
2.075000 0.000000 -1.213100
2.105000 0.000000 -1.213100
2.135000 0.000000 -1.213100
2.165000 0.000000 -1.213100
2.195000 0.000000 -1.213000
2.225000 0.000000 -1.212600
2.255000 0.000000 -1.213000
2.285000 0.000000 -1.213100
2.315000 0.000000 -1.213400
2.345000 0.000000 -1.213000
2.380000 0.000000 -1.211400
2.410000 0.000000 -1.211500
2.445000 0.000000 -1.213400
2.475000 0.000000 -1.213500
2.510000 0.000000 -1.211900
2.545000 0.000000 -1.213600
2.575000 0.000000 -1.214000
2.605000 0.000000 -1.213900
2.635000 0.000000 -1.214500
2.670000 0.000000 -1.212500
2.705000 0.000000 -1.214000
2.740000 0.000000 -1.212600
2.770000 0.000000 -1.212500
2.805000 0.000000 -1.214100
2.840000 0.000000 -1.212500
2.875000 0.000000 -1.213600
2.910000 0.000000 -1.211900
2.945000 0.000000 -1.213600
2.980000 0.000000 -1.212000
3.015000 0.000000 -1.213600
3.050000 0.000000 -1.212300
3.085000 0.000000 -1.213900
3.120000 0.000000 -1.212500
3.155000 0.000000 -1.214000
3.190000 0.000000 -1.212500
3.225000 0.000000 -1.214000
3.260000 0.000000 -1.212500
3.295000 0.000000 -1.214100
3.330000 0.000000 -1.212400
3.365000 0.000000 -1.214300
3.400000 0.000000 -1.212600
3.430000 0.000000 -1.213000
3.465000 0.000000 -1.214800
3.500000 0.000000 -1.213100
3.535000 0.000000 -1.214800
3.570000 0.000000 -1.213300
3.605000 0.000000 -1.215000
3.640000 0.000000 -1.213400
3.670000 0.000000 -1.213600
3.700000 0.000000 -1.213900
3.730000 0.000000 -1.213800
3.760000 0.000000 -1.213900
3.795000 0.000000 -1.215600
3.830000 0.000000 -1.213900
3.865000 0.000000 -1.215400
3.900000 0.000000 -1.213800
3.935000 0.000000 -1.215300
3.970000 0.000000 -1.213600
4.005000 0.000000 -1.215100
4.040000 0.000000 -1.213400
4.075000 0.000000 -1.215100
4.110000 0.000000 -1.213600
4.145000 0.000000 -1.215100
4.180000 0.000000 -1.213400
4.215000 0.000000 -1.214800
4.250000 0.000000 -1.213100
4.285000 0.000000 -1.214800
4.320000 0.000000 -1.213100
4.355000 0.000000 -1.215000
4.390000 0.000000 -1.213800
4.420000 0.000000 -1.213900
4.455000 0.000000 -1.215500
4.490000 0.000000 -1.213600
4.525000 0.000000 -1.215300
4.560000 0.000000 -1.213600
4.595000 0.000000 -1.215400
4.630000 0.000000 -1.214000
4.660000 0.000000 -1.214100
4.695000 0.000000 -1.215800
4.730000 0.000000 -1.213900
4.765000 0.000000 -1.215600
4.800000 0.000000 -1.214100
4.835000 0.000000 -1.215400
4.870000 0.000000 -1.213900
4.905000 0.000000 -1.215400
4.940000 0.000000 -1.213800
4.975000 0.000000 -1.215300
5.000000 0.000000 -1.215400
5.000000 0.040000 -1.215400
4.970000 0.040000 -1.215100
4.935000 0.040000 -1.213600
4.905000 0.040000 -1.213900
4.870000 0.040000 -1.215100
4.840000 0.040000 -1.215600
4.805000 0.040000 -1.213400
4.775000 0.040000 -1.213600
4.745000 0.040000 -1.213500
4.715000 0.040000 -1.213600
4.680000 0.040000 -1.215400
4.645000 0.040000 -1.213400
4.610000 0.040000 -1.214900
4.575000 0.040000 -1.213100
4.540000 0.040000 -1.214600
4.505000 0.040000 -1.213300
4.475000 0.040000 -1.213500
4.445000 0.040000 -1.213400
4.415000 0.040000 -1.213300
4.385000 0.040000 -1.213500
4.350000 0.040000 -1.215000
4.320000 0.040000 -1.215000
4.290000 0.040000 -1.214900
4.260000 0.040000 -1.214600
4.230000 0.040000 -1.214800
4.200000 0.040000 -1.214500
4.170000 0.040000 -1.214800
4.140000 0.040000 -1.214600
4.110000 0.040000 -1.214900
4.080000 0.040000 -1.214600
4.045000 0.040000 -1.212600
4.015000 0.040000 -1.212600
3.980000 0.040000 -1.214400
3.945000 0.040000 -1.212800
3.915000 0.040000 -1.212900
3.880000 0.040000 -1.214500
3.845000 0.040000 -1.213000
3.810000 0.040000 -1.214600
3.775000 0.040000 -1.212800
3.740000 0.040000 -1.214500
3.705000 0.040000 -1.212800
3.670000 0.040000 -1.214800
3.640000 0.040000 -1.214400
3.605000 0.040000 -1.213000
3.570000 0.040000 -1.214500
3.540000 0.040000 -1.215400
3.510000 0.040000 -1.214600
3.475000 0.040000 -1.212800
3.445000 0.040000 -1.212800
3.415000 0.040000 -1.212600
3.385000 0.040000 -1.212100
3.355000 0.040000 -1.212300
3.325000 0.040000 -1.212000
3.295000 0.040000 -1.211900
3.265000 0.040000 -1.211500
3.235000 0.040000 -1.211600
3.200000 0.040000 -1.213400
3.170000 0.040000 -1.214400
3.140000 0.040000 -1.213400
3.105000 0.040000 -1.211500
3.075000 0.040000 -1.211400
3.045000 0.040000 -1.211400
3.015000 0.040000 -1.211400
2.980000 0.040000 -1.213000
2.950000 0.040000 -1.213100
2.915000 0.040000 -1.211500
2.880000 0.040000 -1.213000
2.845000 0.040000 -1.211300
2.810000 0.040000 -1.212900
2.775000 0.040000 -1.211400
2.740000 0.040000 -1.213000
2.705000 0.040000 -1.211600
2.670000 0.040000 -1.213400
2.640000 0.040000 -1.213900
2.610000 0.040000 -1.213300
2.575000 0.040000 -1.211800
2.540000 0.040000 -1.213400
2.505000 0.040000 -1.211500
2.470000 0.040000 -1.213300
2.435000 0.040000 -1.211600
2.400000 0.040000 -1.213400
2.365000 0.040000 -1.211500
2.330000 0.040000 -1.213100
2.295000 0.040000 -1.211400
2.260000 0.040000 -1.213300
2.225000 0.040000 -1.211600
2.190000 0.040000 -1.213300
2.155000 0.040000 -1.211900
2.120000 0.040000 -1.213300
2.085000 0.040000 -1.211800
2.050000 0.040000 -1.213300
2.015000 0.040000 -1.211500
1.980000 0.040000 -1.213300
1.945000 0.040000 -1.212000
1.915000 0.040000 -1.213400
1.885000 0.040000 -1.214100
1.855000 0.040000 -1.214500
1.825000 0.040000 -1.216500
1.790000 0.040000 -1.212000
1.755000 0.040000 -1.213800
1.720000 0.040000 -1.211600
1.690000 0.040000 -1.211500
1.660000 0.040000 -1.211400
1.630000 0.040000 -1.211500
1.600000 0.040000 -1.211500
1.570000 0.040000 -1.211400
1.535000 0.040000 -1.213300
1.505000 0.040000 -1.213000
1.470000 0.040000 -1.211300
1.435000 0.040000 -1.212900
1.405000 0.040000 -1.213000
1.375000 0.040000 -1.212900
1.340000 0.040000 -1.211300
1.310000 0.040000 -1.211100
1.280000 0.040000 -1.211100
1.245000 0.040000 -1.212800
1.210000 0.040000 -1.211400
1.180000 0.040000 -1.211500
1.145000 0.040000 -1.213100
1.110000 0.040000 -1.211500
1.075000 0.040000 -1.212900
1.040000 0.040000 -1.210900
1.005000 0.040000 -1.212500
0.975000 0.040000 -1.207900
0.945000 0.040000 -1.197300
0.915000 0.040000 -1.194900
0.890000 0.040000 -1.202600
0.875000 0.040000 -1.162600
0.865000 0.040000 -1.109000
0.850000 0.040000 -1.078000
0.825000 0.040000 -1.057900
0.790000 0.040000 -1.051800
0.760000 0.040000 -1.052100
0.730000 0.040000 -1.052600
0.700000 0.040000 -1.053400
0.670000 0.040000 -1.053400
0.635000 0.040000 -1.052300
0.605000 0.040000 -1.052600
0.575000 0.040000 -1.053300
